From Date,PM10,PM2.5,NO2,Ozone,SO2,CO
08-Nov-19,30.45,12.61,43.6,19.03,6.6,2.99
09-Nov-19,59.77,21.89,55.02,18.46,6.77,3.33
10-Nov-19,78,34.19,54.66,19.71,6.89,3.71
11-Nov-19,78.85,41.02,60.49,20.52,7.38,3.89
12-Nov-19,87.19,43.65,66.36,27.61,7.22,4.17
13-Nov-19,92.77,46.03,74.52,20.41,6.94,3.07
14-Nov-19,87.11,43.11,66.45,23.41,7.46,2.13
15-Nov-19,98.34,51.08,69.35,21.95,8.3,2.26
16-Nov-19,105.83,63.51,62.56,30.77,7.9,2.17
17-Nov-19,86.66,46.04,58.14,27.1,7.56,2.44
18-Nov-19,91.83,51.46,58.28,28.12,7.83,2.28
19-Nov-19,115.48,55.74,68.56,31.15,9.19,2.82
20-Nov-19,122.15,56.73,59.85,26.69,9.4,2.92
21-Nov-19,126.89,58.76,66.3,23.54,9.11,2.84
22-Nov-19,256.05,46.97,77.62,31.05,8.88,2.9
23-Nov-19,114.31,54.46,65.97,31.72,8.71,2.84
24-Nov-19,109.12,46.42,59.39,35.26,8.81,2.72
25-Nov-19,152.11,69.9,57.51,30.63,9.06,2.74
26-Nov-19,123.2,57.92,69.29,17.05,10.95,3.48
27-Nov-19,70.29,23.95,56.23,14.64,9.04,2.29
28-Nov-19,136.99,56.48,62.89,14.53,9.72,2.83
29-Nov-19,123.3,59.84,55.58,12.75,9.14,3.16
30-Nov-19,111.18,54.78,50.6,21.57,8.13,2.61
01-Dec-19,117.24,64.58,49.69,22.91,7.22,3.26
02-Dec-19,120.88,57.18,44.03,12.38,7.88,2.8
03-Dec-19,110.31,45.04,47.43,11.59,8.83,2.92
04-Dec-19,74.68,41.86,44.14,15.67,10.11,2.7
05-Dec-19,120.83,58,46.76,15.41,9.54,3
06-Dec-19,85.26,36.56,48.08,14.86,11.1,3.44
07-Dec-19,105.58,49.12,47.55,26.43,13.61,3.13
08-Dec-19,70.69,1.42,49.47,41.55,17.46,3.31
09-Dec-19,127.46,52.65,42.91,37.73,28.02,3.47
10-Dec-19,44,0,39.63,37.07,36.71,3.57
11-Dec-19,98.23,54.71,32.48,36.31,44.34,3.52
12-Dec-19,92.74,41.64,35.36,41.75,44.79,3.6
13-Dec-19,85.37,25.24,37.63,35.11,43.68,3.37
14-Dec-19,74.36,33.9,30.77,34.92,45.69,3.51
15-Dec-19,49.04,0.15,33.29,35.74,46.49,3.84
16-Dec-19,112.01,67.16,34.48,34.3,48.64,4.45
17-Dec-19,94.75,50.92,36.2,29.79,33.6,2.9
18-Dec-19,95.42,44.65,36.46,21.02,19.48,1.62
19-Dec-19,98.94,45.99,37.13,16.48,16.81,1.95
20-Dec-19,110.47,54.26,41.42,23.18,17.17,2.22
21-Dec-19,116.88,54.42,44.76,20.76,16.37,2.44
22-Dec-19,110.33,52.61,40.14,20.39,16.25,2.57
23-Dec-19,113.62,61.21,35.67,23.87,19.77,2.13
24-Dec-19,131.71,71.71,39.71,23.99,18.65,2.13
25-Dec-19,133.42,69.62,35.98,20.63,20.38,2.14
26-Dec-19,79.17,45.12,27.85,22.47,21.15,1.8
27-Dec-19,98.61,47.8,31.07,18.62,19.75,1.54
28-Dec-19,103.42,43.1,30.88,18.84,12.65,2.11
29-Dec-19,112,43.9,30.02,21.28,13.22,2.48
30-Dec-19,100.15,49.54,21.3,28.64,14.79,2.2
31-Dec-19,76.15,34.17,22.25,44.13,11.68,1.73
01-Jan-20,129.59,54.93,33.99,35.1,12.32,2.54
02-Jan-20,114.41,59.22,28.03,23.03,14.1,2.38
03-Jan-20,97.48,55.46,25.6,35.88,13.21,2.22
04-Jan-20,50.88,33.84,23.49,37.1,4.24,2.03
05-Jan-20,58.44,43.46,30.37,27.41,3.89,2.44
06-Jan-20,76.2,45.54,34.11,27.52,7.7,2.5
07-Jan-20,103.16,52.53,33.72,25.59,11.62,2.75
08-Jan-20,79.08,42.79,29.16,32.41,20.94,2.24
09-Jan-20,85.11,43.05,37.44,33.45,21.21,2.45
10-Jan-20,105.39,51.37,42.57,30.77,28.16,2.62
11-Jan-20,118.12,53.45,46.93,29.14,34.97,3.06
12-Jan-20,446.69,86.99,45.96,36.19,33.24,3.86
13-Jan-20,None,27.08,29.47,40.32,28.09,2.4
14-Jan-20,None,30.33,24.72,37.55,24.1,2.1
15-Jan-20,None,None,24.36,33.96,18.89,2.13
16-Jan-20,None,None,28.38,28.32,14.65,2.27
17-Jan-20,None,None,29.95,31.94,9.84,2.39
18-Jan-20,None,None,36.65,32.19,11.72,2.85
19-Jan-20,None,None,37.54,35.49,16.66,2.9
20-Jan-20,None,None,38.58,30.32,23.34,3.82
21-Jan-20,None,None,43.8,29.2,25.52,4.22
22-Jan-20,None,None,46.45,31.59,27.76,4.61
23-Jan-20,None,None,35.29,30.08,28.4,3.86
24-Jan-20,None,None,38.55,29.05,27.42,3.61
25-Jan-20,None,None,32.54,43.08,27.6,3.59
26-Jan-20,None,None,39.29,48.68,26.78,3.77
27-Jan-20,None,None,14.18,46.25,21.93,2.44
28-Jan-20,None,None,3.78,16.81,11.59,2.41
29-Jan-20,None,None,3.3,13.98,0.06,2.83
30-Jan-20,None,None,3.35,19.69,None,3.14
31-Jan-20,None,None,3.38,21.4,None,3.33
01-Feb-20,None,None,3.3,25.25,0.04,3.41
02-Feb-20,None,None,3.26,20.42,0.04,3.63
03-Feb-20,None,None,3.31,21.46,0.05,3.84
